,SKU,Quantity,Service Level,Price,Paper Type,Sides Printed,Size
1382,FL-170S-A4-44,100000,saver,2963.17,170gsilk,bothsides,a4
1383,FL-170S-A4-44,100000,standard,3486.08,170gsilk,bothsides,a4
1384,FL-170S-VM-40,100000,saver,1325.12,170gsilk,oneside,carremedium
1385,FL-170S-VM-40,100000,standard,1558.96,170gsilk,oneside,carremedium
1386,FL-170S-VG-40,100000,saver,1890.88,170gsilk,oneside,carrelarge
1387,FL-170S-VG-40,100000,standard,2379.79,170gsilk,oneside,carrelarge
1388,FL-170S-US-40,100000,standard,1213.24,170gsilk,oneside,us
1389,FL-170S-US-40,100000,saver,1152.57,170gsilk,oneside,us
1390,FL-170S-XL-40,100000,standard,2093.91,170gsilk,oneside,xlong
1391,FL-170S-XL-40,100000,saver,1959.59,170gsilk,oneside,xlong
1392,FL-170S-A7-44,100000,standard,454.11,170gsilk,bothsides,a7
1393,FL-170S-A7-44,100000,saver,385.99,170gsilk,bothsides,a7
1394,FL-170S-XL-44,100000,standard,2093.91,170gsilk,bothsides,xlong
1395,FL-170S-VM-44,100000,saver,1381.89,170gsilk,bothsides,carremedium
1396,FL-170S-VM-44,100000,standard,1625.74,170gsilk,bothsides,carremedium
1397,FL-170S-XL-44,100000,saver,1959.59,170gsilk,bothsides,xlong
1398,FL-170S-VG-44,100000,standard,3311.78,170gsilk,bothsides,carrelarge
1399,FL-170S-VG-44,100000,saver,2815.02,170gsilk,bothsides,carrelarge
1400,FL-170S-VK-44,100000,standard,980.67,170gsilk,bothsides,carresmall
1401,FL-170S-A7-40,100000,standard,428.63,170gsilk,oneside,a7
1402,FL-170S-A7-40,100000,saver,364.33,170gsilk,oneside,a7
1403,FL-170S-US-44,100000,saver,1151.96,170gsilk,bothsides,us
1404,FL-170S-US-44,100000,standard,1277.09,170gsilk,bothsides,us
1405,FL-170S-AL-40,100000,saver,744.66,170gsilk,oneside,along
1406,FL-170S-AL-40,100000,standard,781.98,170gsilk,oneside,along
1407,FL-170S-A6-40,100000,saver,846.98,170gsilk,oneside,a6
1408,FL-170S-A6-40,100000,standard,891.56,170gsilk,oneside,a6
1409,FL-170S-A5-40,100000,standard,1641.01,170gsilk,oneside,a5
1410,FL-170S-A5-40,100000,saver,1394.86,170gsilk,oneside,a5
1411,FL-170S-A5-44,100000,standard,1710.09,170gsilk,bothsides,a5
1412,FL-170S-A5-44,100000,saver,1454.62,170gsilk,bothsides,a5
1413,FL-170S-AL-44,100000,saver,744.66,170gsilk,bothsides,along
1414,FL-170S-AL-44,100000,standard,781.98,170gsilk,bothsides,along
1415,FL-170S-VK-44,100000,saver,833.57,170gsilk,bothsides,carresmall
