,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceSaver,Production Days Saver,Saver Sku
6650,500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,61.3,7,FLY-650-520-706-518-SAVER
5003,500,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,39.44,5,FLY-565-606-600-651-SAVER
3770,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,76.71,7,FLY-510-655-621-572-SAVER
648,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,36.1,7,FLY-514-518-652-564-SAVER
4936,500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,77.16,5,FLY-508-612-611-702-SAVER
4775,500,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,31.55,6,FLY-520-565-521-515-SAVER
635,500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,61.3,7,FLY-609-467-615-460-SAVER
4245,500,0.0,A5,300gsm Art Board Coated,None,Double Sided,,42.42,5,FLY-565-564-512-569-SAVER
1198,500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,46.93,5,FLY-608-511-549-465-SAVER
6633,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,102.88,7,FLY-657-521-619-559-SAVER
632,500,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,72.2,5,FLY-652-540-557-656-SAVER
6934,500,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,51.44,5,FLY-702-614-473-603-SAVER
6865,500,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,25.27,5,FLY-519-505-603-518-SAVER
709,500,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,33.39,5,FLY-513-464-462-503-SAVER
4751,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,53.16,7,FLY-564-516-559-519-SAVER
1084,500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,34.9,7,FLY-471-511-477-611-SAVER
4970,500,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,58.66,5,FLY-529-515-554-610-SAVER
705,500,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,32.58,5,FLY-645-614-556-656-SAVER
1106,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,29.78,7,FLY-519-522-603-512-SAVER
6667,500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,64.52,7,FLY-564-611-510-469-SAVER
3818,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,150.04,7,FLY-611-422-561-411-SAVER
4126,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,22.56,7,FLY-425-714-469-606-SAVER
6897,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,102.88,7,FLY-471-559-655-559-SAVER
3855,500,0.0,A5,300gsm Art Board Coated,None,Single Sided,,40.3,5,FLY-466-701-515-519-SAVER
1130,500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,58.66,5,FLY-572-609-553-554-SAVER
4177,500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,85.74,5,FLY-463-599-525-650-SAVER
672,500,0.0,A6,300gsm Art Board Coated,None,Double Sided,,25.27,5,FLY-616-510-520-657-SAVER
743,500,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,22.38,6,FLY-605-653-555-522-SAVER
4657,500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,64.52,7,FLY-460-557-473-615-SAVER
3743,500,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,26.58,6,FLY-559-465-507-463-SAVER
4702,500,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,41.52,5,FLY-558-611-509-468-SAVER
3889,500,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,18.86,5,FLY-513-562-602-563-SAVER
811,500,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,111.45,5,FLY-514-561-525-612-SAVER
4328,500,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,18.44,5,FLY-453-522-524-458-SAVER
4679,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,102.88,7,FLY-565-521-471-653-SAVER
1291,500,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,41.52,5,FLY-527-519-549-523-SAVER
6850,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,252.7,7,FLY-572-505-568-610-SAVER
6997,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,34.3,7,FLY-746-575-564-657-SAVER
4060,500,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,18.86,5,FLY-515-565-509-421-SAVER
976,500,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,77.16,5,FLY-466-600-516-467-SAVER
6691,500,0.0,A4,300gsm Art Board Coated,None,Single Sided,,77.16,5,FLY-550-608-599-516-SAVER
103,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,24.81,7,FLY-567-659-505-605-SAVER
3657,500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,39.44,5,FLY-559-699-613-611-SAVER
4355,500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,36.74,7,FLY-498-608-613-451-SAVER
6823,500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,44.58,5,FLY-610-562-605-516-SAVER
536,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,55.95,7,FLY-481-654-556-607-SAVER
4094,500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,55.73,5,FLY-506-554-607-507-SAVER
1267,500,0.2,A3,300gsm Art Board Coated,None,Single Sided,,107.17,5,FLY-699-516-565-577-SAVER
560,500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,81.22,5,FLY-555-609-514-509-SAVER
6725,500,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,21.2,6,FLY-556-604-569-542-SAVER
6808,500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,34.9,7,FLY-606-411-461-569-SAVER
1023,500,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,55.73,5,FLY-559-569-613-566-SAVER
6968,500,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,163.85,5,FLY-513-549-508-562-SAVER
618,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,38.58,7,FLY-568-606-556-606-SAVER
610,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,48.01,7,FLY-600-564-516-529-SAVER
3692,500,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,61.37,6,FLY-653-525-608-523-SAVER
1232,500,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,17.15,5,FLY-500-562-558-563-SAVER
5014,500,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,18.44,5,FLY-657-602-552-650-SAVER
777,500,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,16.97,6,FLY-696-612-513-616-SAVER
6975,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,29.78,7,FLY-568-506-602-564-SAVER
3719,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,23.58,7,FLY-561-468-473-479-SAVER
6600,500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,27.08,5,FLY-513-607-622-594-SAVER
4294,500,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,42.42,5,FLY-615-560-513-413-SAVER
152,500,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,41.52,5,FLY-611-505-479-573-SAVER
886,500,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,85.74,5,FLY-601-547-654-469-SAVER
2608,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,72.87,7,FLY-697-552-464-573-SAVER
2134,500,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,21.2,6,FLY-611-551-613-514-SAVER
3063,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,24.81,7,FLY-424-622-518-521-SAVER
5438,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,28.29,7,FLY-515-555-525-572-SAVER
3046,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,108.3,7,FLY-575-699-596-526-SAVER
2078,500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,16.97,6,FLY-462-558-560-613-SAVER
5455,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,27.44,7,FLY-466-558-611-509-SAVER
3033,500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,36.74,7,FLY-507-694-554-551-SAVER
6092,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,108.3,7,FLY-609-611-603-515-SAVER
2110,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,29.78,7,FLY-504-553-461-569-SAVER
3006,500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,28.29,5,FLY-430-572-561-610-SAVER
2044,500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,18.77,6,FLY-596-707-472-648-SAVER
3480,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,108.3,7,FLY-508-607-462-512-SAVER
5468,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,28.29,7,FLY-552-604-479-515-SAVER
2972,500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.12,6,FLY-704-461-567-565-SAVER
6060,500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,20.58,5,FLY-645-577-696-648-SAVER
2168,500,0.2,A7,300gsm Art Board Coated,None,Double Sided,,18.95,5,FLY-461-565-472-656-SAVER
42,500,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,27.08,5,FLY-548-601-610-618-SAVER
5490,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,53.16,7,FLY-574-606-466-606-SAVER
2933,500,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,17.15,5,FLY-427-575-563-517-SAVER
2202,500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,25.73,5,FLY-561-556-555-699-SAVER
6036,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,108.3,7,FLY-553-519-507-563-SAVER
186,500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,39.44,5,FLY-548-462-573-566-SAVER
6122,500,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,19.85,5,FLY-510-649-513-464-SAVER
3087,500,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,18.95,6,FLY-511-520-552-520-SAVER
5406,500,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,16.12,6,FLY-512-546-656-611-SAVER
5296,500,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,77.16,5,FLY-464-561-425-544-SAVER
3276,500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,23.46,6,FLY-658-517-526-603-SAVER
1802,500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,58.66,5,FLY-506-603-615-609-SAVER
6245,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,55.95,7,FLY-652-610-569-605-SAVER
1836,500,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,44.58,5,FLY-567-509-615-698-SAVER
5330,500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,31.59,5,FLY-505-666-521-419-SAVER
3218,500,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,39.44,5,FLY-601-697-615-463-SAVER
6223,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,150.04,7,FLY-656-509-659-646-SAVER
1893,500,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,20.15,6,FLY-520-699-614-508-SAVER
5357,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,115.16,7,FLY-600-558-500-512-SAVER
76,500,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,41.52,6,FLY-516-600-653-599-SAVER
6190,500,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,14.9,5,FLY-661-510-586-608-SAVER
3170,500,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,104.69,5,FLY-503-564-517-557-SAVER
5372,500,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,14.15,5,FLY-659-703-572-557-SAVER
3153,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,157.94,7,FLY-558-613-513-427-SAVER
1927,500,0.0,A6,300gsm Art Board Coated,None,Single Sided,,24.01,5,FLY-525-602-433-476-SAVER
1959,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,22.56,7,FLY-465-523-655-555-SAVER
3121,500,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,58.3,6,FLY-554-663-652-568-SAVER
6156,500,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,25.73,5,FLY-476-519-554-612-SAVER
1976,500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Single Sided,,31.72,5,FLY-554-524-511-559-SAVER
2010,500,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,17.15,5,FLY-468-610-464-468-SAVER
221,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,141.46,7,FLY-504-544-460-511-SAVER
5512,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,157.94,7,FLY-472-703-500-618-SAVER
2899,500,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,39.44,6,FLY-606-563-558-465-SAVER
2236,500,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,14.9,5,FLY-609-553-609-462-SAVER
5641,500,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,15.43,5,FLY-553-613-506-657-SAVER
2471,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,28.29,7,FLY-609-503-511-559-SAVER
2488,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,148.91,7,FLY-564-556-506-558-SAVER
2699,500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,34.9,7,FLY-656-606-549-556-SAVER
5863,500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,29.78,5,FLY-565-515-598-512-SAVER
5675,500,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,72.87,6,FLY-689-461-464-565-SAVER
2691,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,50.54,7,FLY-466-572-512-709-SAVER
2503,500,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,18.86,5,FLY-474-708-604-652-SAVER
2683,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,109.4,7,FLY-575-558-558-462-SAVER
5708,500,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,68.59,5,FLY-569-562-466-614-SAVER
2666,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,109.4,7,FLY-509-564-523-604-SAVER
5829,500,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,31.55,6,FLY-506-518-610-467-SAVER
2535,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,29.78,7,FLY-644-466-557-549-SAVER
2639,500,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,27.98,6,FLY-563-563-578-564-SAVER
2559,500,0.2,A7,300gsm Art Board Coated,None,Single Sided,,18.0,5,FLY-655-517-515-527-SAVER
2630,500,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,161.29,5,FLY-560-656-562-519-SAVER
5795,500,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,16.29,5,FLY-649-529-558-466-SAVER
213,500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,34.9,7,FLY-518-558-460-567-SAVER
2591,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,34.3,7,FLY-511-753-608-552-SAVER
2616,500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,72.87,7,FLY-611-505-559-426-SAVER
5761,500,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,33.21,6,FLY-561-511-476-552-SAVER
5897,500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,27.98,6,FLY-567-666-644-514-SAVER
1768,500,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,31.59,5,FLY-521-560-563-701-SAVER
2736,500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,24.37,5,FLY-509-515-644-514-SAVER
5924,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,141.46,7,FLY-553-461-467-614-SAVER
2269,500,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,24.01,5,FLY-460-510-563-650-SAVER
5990,500,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,81.22,5,FLY-459-460-602-517-SAVER
2865,500,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,31.72,5,FLY-569-565-651-515-SAVER
2280,500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,23.15,5,FLY-543-472-525-562-SAVER
5536,500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,90.25,5,FLY-559-497-514-462-SAVER
2855,500,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,25.27,5,FLY-520-614-516-651-SAVER
2307,500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,76.71,7,FLY-647-461-514-655-SAVER
2315,500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,55.73,5,FLY-564-657-573-525-SAVER
5975,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,23.58,7,FLY-466-505-504-566-SAVER
2841,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,28.88,7,FLY-561-569-553-559-SAVER
5569,500,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,39.44,5,FLY-608-603-467-564-SAVER
5967,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,40.61,7,FLY-570-661-606-507-SAVER
2824,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,28.29,7,FLY-695-518-472-573-SAVER
2349,500,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,19.4,5,FLY-519-612-566-654-SAVER
5573,500,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,21.43,5,FLY-608-704-510-564-SAVER
5939,500,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,25.73,5,FLY-515-610-523-493-SAVER
2811,500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,64.52,7,FLY-498-518-594-624-SAVER
2381,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,21.43,7,FLY-468-577-482-664-SAVER
5607,500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,22.29,6,FLY-554-615-567-604-SAVER
2770,500,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,18.0,6,FLY-546-601-601-555-SAVER
2405,500,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,20.58,5,FLY-651-559-556-596-SAVER
2439,500,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,76.71,6,FLY-462-603-607-656-SAVER
3308,500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,55.95,7,FLY-552-657-560-510-SAVER
249,500,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-463-599-607-559-SAVER
3436,500,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,14.4,6,FLY-665-709-560-606-SAVER
1724,500,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,30.01,5,FLY-572-515-518-622-SAVER
1555,500,0.0,A4,300gsm Art Board Coated,None,Double Sided,,81.22,5,FLY-515-606-707-604-SAVER
6358,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,115.16,7,FLY-510-513-660-509-SAVER
6293,500,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,31.59,5,FLY-564-574-602-511-SAVER
5271,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,148.91,7,FLY-603-560-552-471-SAVER
3332,500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,26.58,6,FLY-611-506-603-654-SAVER
1663,500,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,81.22,5,FLY-419-553-522-705-SAVER
6327,500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,17.83,6,FLY-569-513-607-564-SAVER
1690,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,24.81,7,FLY-517-506-509-602-SAVER
5285,500,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,32.49,5,FLY-563-657-517-649-SAVER
5244,500,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,21.26,6,FLY-498-661-556-469-SAVER
1602,500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,22.38,6,FLY-512-552-606-524-SAVER
1629,500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,58.66,5,FLY-655-551-658-522-SAVER
1713,500,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,30.87,5,FLY-508-566-562-601-SAVER
3366,500,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,55.73,5,FLY-460-464-476-563-SAVER
5210,500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,55.73,5,FLY-470-519-612-518-SAVER
3463,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,240.06,7,FLY-571-517-608-524-SAVER
6382,500,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,58.66,5,FLY-507-621-528-659-SAVER
1757,500,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,41.52,5,FLY-562-514-461-463-SAVER
3399,500,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,72.2,5,FLY-651-559-558-560-SAVER
1540,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,40.61,7,FLY-610-705-653-613-SAVER
3402,500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,33.39,5,FLY-507-564-557-478-SAVER
6269,500,0.2,A3,300gsm Art Board Coated,None,Double Sided,,112.81,5,FLY-612-568-659-556-SAVER
2934,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,18.95,5,FLY-427-575-563-517-SAVER
4714,1000,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-662-658-660-553-SAVER
4212,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,18.0,5,FLY-563-655-515-563-SAVER
5570,1000,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,60.02,5,FLY-608-603-467-564-SAVER
6466,1000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,55.59,7,FLY-506-589-464-652-SAVER
2825,1000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,38.58,7,FLY-695-518-472-573-SAVER
3400,1000,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,108.3,5,FLY-651-559-558-560-SAVER
5968,1000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,63.18,7,FLY-570-661-606-507-SAVER
6449,1000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,27.44,7,FLY-416-661-469-605-SAVER
2842,1000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,40.61,7,FLY-561-569-553-559-SAVER
2316,1000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,85.74,5,FLY-564-657-573-525-SAVER
673,1000,0.0,A6,300gsm Art Board Coated,None,Double Sided,,33.39,5,FLY-616-510-520-657-SAVER
250,1000,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,18.05,5,FLY-463-599-607-559-SAVER
649,1000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,53.25,7,FLY-514-518-652-564-SAVER
284,1000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,56.59,5,FLY-510-623-603-607-SAVER
4061,1000,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,21.43,5,FLY-515-565-509-421-SAVER
3539,1000,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,37.72,5,FLY-649-568-645-610-SAVER
4703,1000,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,63.18,5,FLY-558-611-509-468-SAVER
4271,1000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,301.8,7,FLY-573-451-469-549-SAVER
5491,1000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,85.74,7,FLY-574-606-466-606-SAVER
