,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceSaver,Production Days Saver,Saver Sku
5668,50,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,28.29,6,FLY-689-461-464-565-SAVER
2729,50,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,15.34,5,FLY-509-515-644-514-SAVER
1260,50,0.2,A3,300gsm Art Board Coated,None,Single Sided,,24.01,5,FLY-699-516-565-577-SAVER
1354,50,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,25.27,5,FLY-600-652-559-418-SAVER
2273,50,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,14.57,5,FLY-543-472-525-562-SAVER
6532,50,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,13.29,5,FLY-619-694-464-473-SAVER
770,50,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,14.44,6,FLY-696-612-513-616-SAVER
4802,50,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,19.85,5,FLY-475-700-701-515-SAVER
4087,50,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,16.29,5,FLY-506-554-607-507-SAVER
1319,50,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,14.9,5,FLY-606-700-564-563-SAVER
4120,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,15.34,7,FLY-425-714-469-606-SAVER
2465,50,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,16.29,7,FLY-609-503-511-559-SAVER
5076,50,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,14.9,5,FLY-466-563-520-505-SAVER
3650,50,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.43,5,FLY-559-699-613-611-SAVER
6858,50,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,16.24,5,FLY-519-505-603-518-SAVER
3685,50,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,23.83,6,FLY-653-525-608-523-SAVER
6593,50,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,14.9,5,FLY-513-607-622-594-SAVER
5042,50,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,15.43,5,FLY-699-606-565-557-SAVER
6891,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,21.43,7,FLY-471-559-655-559-SAVER
6627,50,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,21.43,7,FLY-657-521-619-559-SAVER
6482,50,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,13.72,5,FLY-561-661-558-561-SAVER
3532,50,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,18.86,5,FLY-649-568-645-610-SAVER
145,50,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-611-505-479-573-SAVER
4053,50,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,14.15,5,FLY-515-565-509-421-SAVER
1464,50,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-609-508-560-505-SAVER
4204,50,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,13.72,5,FLY-563-655-515-563-SAVER
4745,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,18.0,7,FLY-564-516-559-519-SAVER
5788,50,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,13.72,5,FLY-649-529-558-466-SAVER
6927,50,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,17.15,5,FLY-702-614-473-603-SAVER
5169,50,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,14.44,5,FLY-551-516-514-652-SAVER
3542,50,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-515-526-479-512-SAVER
1225,50,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,14.44,5,FLY-500-562-558-563-SAVER
6442,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,14.57,7,FLY-416-661-469-605-SAVER
699,50,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,20.58,5,FLY-645-614-556-656-SAVER
1429,50,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,18.05,5,FLY-659-662-515-599-SAVER
6030,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,22.56,7,FLY-553-519-507-563-SAVER
3576,50,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,18.05,5,FLY-697-609-600-557-SAVER
2263,50,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,17.15,5,FLY-460-510-563-650-SAVER
3736,50,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,18.86,6,FLY-559-465-507-463-SAVER
4170,50,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,18.86,5,FLY-463-599-525-650-SAVER
5890,50,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.85,6,FLY-567-666-644-514-SAVER
111,50,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,17.15,5,FLY-520-756-701-608-SAVER
4768,50,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,17.15,6,FLY-520-565-521-515-SAVER
828,50,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,14.44,5,FLY-555-651-469-510-SAVER
1395,50,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,14.9,5,FLY-479-705-617-562-SAVER
2849,50,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,18.05,5,FLY-520-614-516-651-SAVER
179,50,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.43,5,FLY-548-462-573-566-SAVER
2342,50,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-519-612-566-654-SAVER
3812,50,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,30.01,7,FLY-611-422-561-411-SAVER
3951,50,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,13.72,5,FLY-473-615-513-661-SAVER
4622,50,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,15.34,5,FLY-693-514-565-564-SAVER
1920,50,0.0,A6,300gsm Art Board Coated,None,Single Sided,,15.43,5,FLY-525-602-433-476-SAVER
2585,50,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,17.15,7,FLY-511-753-608-552-SAVER
5462,50,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,16.29,7,FLY-552-604-479-515-SAVER
5365,50,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,12.64,5,FLY-659-703-572-557-SAVER
4437,50,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,13.36,6,FLY-519-612-554-521-SAVER
2104,50,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,17.15,7,FLY-504-553-461-569-SAVER
4963,50,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,17.15,5,FLY-529-515-554-610-SAVER
3211,50,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,15.43,5,FLY-601-697-615-463-SAVER
3040,50,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,22.56,7,FLY-575-699-596-526-SAVER
405,50,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,15.79,5,FLY-558-606-515-560-SAVER
6217,50,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,30.01,7,FLY-656-509-659-646-SAVER
946,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,18.0,7,FLY-665-602-564-603-SAVER
6239,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,18.95,7,FLY-652-610-569-605-SAVER
5822,50,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,17.15,6,FLY-506-518-610-467-SAVER
6718,50,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,18.05,6,FLY-556-604-569-542-SAVER
5279,50,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,19.85,5,FLY-563-657-517-649-SAVER
7082,50,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,19.85,5,FLY-610-557-699-506-SAVER
1829,50,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,16.29,5,FLY-567-509-615-698-SAVER
2632,50,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,19.85,6,FLY-563-563-578-564-SAVER
5323,50,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,15.34,5,FLY-505-666-521-419-SAVER
1886,50,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,17.15,6,FLY-520-699-614-508-SAVER
1050,50,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,16.29,5,FLY-646-566-513-514-SAVER
6785,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,18.95,7,FLY-463-601-571-526-SAVER
371,50,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,14.15,5,FLY-647-603-648-602-SAVER
2398,50,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,15.01,5,FLY-651-559-556-596-SAVER
2037,50,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,14.44,6,FLY-596-707-472-648-SAVER
5932,50,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,14.15,5,FLY-515-610-523-493-SAVER
4537,50,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,14.57,5,FLY-528-569-603-472-SAVER
6752,50,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,15.79,5,FLY-604-645-568-602-SAVER
6115,50,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,14.9,5,FLY-510-649-513-464-SAVER
4571,50,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,14.57,5,FLY-605-600-601-606-SAVER
2003,50,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,14.44,5,FLY-468-610-464-468-SAVER
3114,50,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,22.64,6,FLY-554-663-652-568-SAVER
6149,50,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,14.15,5,FLY-476-519-554-612-SAVER
969,50,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,19.72,5,FLY-466-600-516-467-SAVER
348,50,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,21.43,7,FLY-567-499-646-651-SAVER
1016,50,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,16.29,5,FLY-559-569-613-566-SAVER
2071,50,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,14.44,6,FLY-462-558-560-613-SAVER
4929,50,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,16.29,5,FLY-508-612-611-702-SAVER
5399,50,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,13.72,6,FLY-512-546-656-611-SAVER
2624,50,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,39.98,5,FLY-560-656-562-519-SAVER
3147,50,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,31.59,7,FLY-558-613-513-427-SAVER
3882,50,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,14.15,5,FLY-513-562-602-563-SAVER
7092,50,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,21.66,5,FLY-620-571-561-469-SAVER
1,50,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,14.9,5,FLY-570-470-600-606-SAVER
1953,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,15.34,7,FLY-465-523-655-555-SAVER
6183,50,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,13.31,5,FLY-661-510-586-608-SAVER
3269,50,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,18.05,6,FLY-658-517-526-603-SAVER
3848,50,0.0,A5,300gsm Art Board Coated,None,Single Sided,,15.43,5,FLY-466-701-515-519-SAVER
2375,50,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,14.57,7,FLY-468-577-482-664-SAVER
6086,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,22.56,7,FLY-609-611-603-515-SAVER
4997,50,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,22.29,5,FLY-565-606-600-651-SAVER
5289,50,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,19.72,5,FLY-464-561-425-544-SAVER
3325,50,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,18.86,6,FLY-611-506-603-654-SAVER
4371,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.0,7,FLY-517-707-616-503-SAVER
4403,50,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,18.05,6,FLY-464-616-515-520-SAVER
913,50,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,17.15,5,FLY-658-565-525-469-SAVER
2999,50,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,16.29,5,FLY-430-572-561-610-SAVER
5484,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.0,7,FLY-574-606-466-606-SAVER
6684,50,0.0,A4,300gsm Art Board Coated,None,Single Sided,,16.29,5,FLY-550-608-599-516-SAVER
7014,50,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,17.15,6,FLY-663-694-473-564-SAVER
530,50,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,18.95,7,FLY-481-654-556-607-SAVER
1717,50,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,14.57,5,FLY-572-515-518-622-SAVER
3985,50,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,17.15,5,FLY-458-559-606-423-SAVER
1123,50,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,17.15,5,FLY-572-609-553-554-SAVER
3359,50,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,16.29,5,FLY-460-464-476-563-SAVER
2763,50,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,15.86,6,FLY-546-601-601-555-SAVER
1707,50,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,18.86,5,FLY-508-566-562-601-SAVER
6286,50,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-564-574-602-511-SAVER
5754,50,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,18.05,6,FLY-561-511-476-552-SAVER
2161,50,0.2,A7,300gsm Art Board Coated,None,Double Sided,,14.9,5,FLY-461-565-472-656-SAVER
310,50,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.24,5,FLY-518-560-458-516-SAVER
553,50,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,17.15,5,FLY-555-609-514-509-SAVER
5634,50,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,13.29,5,FLY-553-613-506-657-SAVER
242,50,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,13.98,5,FLY-463-599-607-559-SAVER
1751,50,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,23.46,5,FLY-562-514-461-463-SAVER
4673,50,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,21.43,7,FLY-565-521-471-653-SAVER
1284,50,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,16.24,5,FLY-527-519-549-523-SAVER
6262,50,0.2,A3,300gsm Art Board Coated,None,Double Sided,,25.27,5,FLY-612-568-659-556-SAVER
497,50,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-610-608-616-563-SAVER
3302,50,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,18.95,7,FLY-552-657-560-510-SAVER
7048,50,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,15.34,5,FLY-562-706-529-476-SAVER
4895,50,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,15.34,5,FLY-481-569-514-568-SAVER
1795,50,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,17.15,5,FLY-506-603-615-609-SAVER
2127,50,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,18.05,6,FLY-611-551-613-514-SAVER
2818,50,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,16.29,7,FLY-695-518-472-573-SAVER
5600,50,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,17.15,6,FLY-554-615-567-604-SAVER
1100,50,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,17.15,7,FLY-519-522-603-512-SAVER
4394,50,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,25.73,5,FLY-468-460-461-614-SAVER
1761,50,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-521-560-563-701-SAVER
2552,50,0.2,A7,300gsm Art Board Coated,None,Single Sided,,14.15,5,FLY-655-517-515-527-SAVER
2850,100,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,19.85,5,FLY-520-614-516-651-SAVER
5564,100,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,25.73,5,FLY-608-603-467-564-SAVER
1192,100,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,19.85,5,FLY-608-511-549-465-SAVER
5933,100,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-515-610-523-493-SAVER
3849,100,0.0,A5,300gsm Art Board Coated,None,Single Sided,,16.29,5,FLY-466-701-515-519-SAVER
3813,100,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,46.3,7,FLY-611-422-561-411-SAVER
277,100,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,16.29,5,FLY-510-623-603-607-SAVER
5601,100,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,18.0,6,FLY-554-615-567-604-SAVER
6594,100,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,15.34,5,FLY-513-607-622-594-SAVER
4998,100,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,25.73,5,FLY-565-606-600-651-SAVER
6753,100,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,16.24,5,FLY-604-645-568-602-SAVER
2343,100,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,15.79,5,FLY-519-612-566-654-SAVER
3737,100,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,19.72,6,FLY-559-465-507-463-SAVER
1158,100,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-405-508-523-603-SAVER
1051,100,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,17.15,5,FLY-646-566-513-514-SAVER
2819,100,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.0,7,FLY-695-518-472-573-SAVER
6685,100,0.0,A4,300gsm Art Board Coated,None,Single Sided,,22.29,5,FLY-550-608-599-516-SAVER
1226,100,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,14.44,5,FLY-500-562-558-563-SAVER
4964,100,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,19.85,5,FLY-529-515-554-610-SAVER
3779,100,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-614-656-453-557-SAVER
2376,100,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,15.43,7,FLY-468-577-482-664-SAVER
5008,100,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,15.01,5,FLY-657-602-552-650-SAVER
6719,100,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,18.95,6,FLY-556-604-569-542-SAVER
3883,100,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,14.57,5,FLY-513-562-602-563-SAVER
6628,100,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,29.15,7,FLY-657-521-619-559-SAVER
5043,100,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,17.15,5,FLY-699-606-565-557-SAVER
1101,100,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,18.95,7,FLY-519-522-603-512-SAVER
5984,100,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,27.08,5,FLY-459-460-602-517-SAVER
1124,100,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,19.85,5,FLY-572-609-553-554-SAVER
1261,100,0.2,A3,300gsm Art Board Coated,None,Single Sided,,34.3,5,FLY-699-516-565-577-SAVER
1017,100,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,18.86,5,FLY-559-569-613-566-SAVER
1507,100,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,28.88,6,FLY-535-606-521-515-SAVER
3686,100,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,32.49,6,FLY-653-525-608-523-SAVER
6240,100,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,22.56,7,FLY-652-610-569-605-SAVER
6087,100,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,30.68,7,FLY-609-611-603-515-SAVER
3270,100,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,18.95,6,FLY-658-517-526-603-SAVER
1796,100,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,19.85,5,FLY-506-603-615-609-SAVER
2128,100,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,18.95,6,FLY-611-551-613-514-SAVER
6263,100,0.2,A3,300gsm Art Board Coated,None,Double Sided,,36.1,5,FLY-612-568-659-556-SAVER
3303,100,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,22.56,7,FLY-552-657-560-510-SAVER
1762,100,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-521-560-563-701-SAVER
1752,100,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,27.08,5,FLY-562-514-461-463-SAVER
3000,100,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,17.15,5,FLY-430-572-561-610-SAVER
5290,100,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,25.73,5,FLY-464-561-425-544-SAVER
3326,100,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,19.72,6,FLY-611-506-603-654-SAVER
1718,100,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,15.43,5,FLY-572-515-518-622-SAVER
243,100,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,14.21,5,FLY-463-599-607-559-SAVER
180,100,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,17.15,5,FLY-548-462-573-566-SAVER
3360,100,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,18.86,5,FLY-460-464-476-563-SAVER
1708,100,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,21.43,5,FLY-508-566-562-601-SAVER
1830,100,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,18.86,5,FLY-567-509-615-698-SAVER
5324,100,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,16.24,5,FLY-505-666-521-419-SAVER
5463,100,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,18.0,7,FLY-552-604-479-515-SAVER
6218,100,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,46.3,7,FLY-656-509-659-646-SAVER
2038,100,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,15.16,6,FLY-596-707-472-648-SAVER
5433,100,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,18.0,7,FLY-515-555-525-572-SAVER
3081,100,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,16.92,6,FLY-511-520-552-520-SAVER
6116,100,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,15.34,5,FLY-510-649-513-464-SAVER
2004,100,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,14.44,5,FLY-468-610-464-468-SAVER
6150,100,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,14.57,5,FLY-476-519-554-612-SAVER
3115,100,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,30.87,6,FLY-554-663-652-568-SAVER
2072,100,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,15.16,6,FLY-462-558-560-613-SAVER
6287,100,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,16.24,5,FLY-564-574-602-511-SAVER
5400,100,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,14.4,6,FLY-512-546-656-611-SAVER
1954,100,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,16.24,7,FLY-465-523-655-555-SAVER
