,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
1610,500,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,41.52,3,FLY-699-606-565-557-STANDARD
1611,500,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,23.75,3,FLY-522-557-558-563-STANDARD
1612,500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-614-656-453-557-STANDARD
1613,500,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,29.78,3,FLY-646-566-513-514-STANDARD
1614,500,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,17.15,3,FLY-563-655-515-563-STANDARD
1615,500,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,14.9,3,FLY-662-658-660-553-STANDARD
1616,500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-405-508-523-603-STANDARD
1618,500,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,41.52,3,FLY-565-606-600-651-STANDARD
1621,500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,81.22,3,FLY-508-612-611-702-STANDARD
1622,500,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,33.21,4,FLY-520-565-521-515-STANDARD
1624,500,0.0,A5,300gsm Art Board Coated,None,Double Sided,,44.65,3,FLY-565-564-512-569-STANDARD
1625,500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,49.4,3,FLY-608-511-549-465-STANDARD
1627,500,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,76.0,3,FLY-652-540-557-656-STANDARD
1628,500,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,54.15,3,FLY-702-614-473-603-STANDARD
1629,500,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,26.6,3,FLY-519-505-603-518-STANDARD
1630,500,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,35.15,3,FLY-513-464-462-503-STANDARD
1633,500,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,61.75,3,FLY-529-515-554-610-STANDARD
1634,500,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,34.3,3,FLY-645-614-556-656-STANDARD
1640,500,0.0,A5,300gsm Art Board Coated,None,Single Sided,,42.42,3,FLY-466-701-515-519-STANDARD
1641,500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,61.75,3,FLY-572-609-553-554-STANDARD
1642,500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,90.25,3,FLY-463-599-525-650-STANDARD
1643,500,0.0,A6,300gsm Art Board Coated,None,Double Sided,,26.6,3,FLY-616-510-520-657-STANDARD
1644,500,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,23.56,4,FLY-605-653-555-522-STANDARD
1646,500,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,27.98,4,FLY-559-465-507-463-STANDARD
1647,500,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,43.7,3,FLY-558-611-509-468-STANDARD
1648,500,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,19.85,3,FLY-513-562-602-563-STANDARD
1649,500,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,117.32,3,FLY-514-561-525-612-STANDARD
1650,500,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,19.41,3,FLY-453-522-524-458-STANDARD
1652,500,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,43.7,3,FLY-527-519-549-523-STANDARD
1655,500,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,19.85,3,FLY-515-565-509-421-STANDARD
1656,500,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,81.22,3,FLY-466-600-516-467-STANDARD
1657,500,0.0,A4,300gsm Art Board Coated,None,Single Sided,,81.22,3,FLY-550-608-599-516-STANDARD
1659,500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,41.52,3,FLY-559-699-613-611-STANDARD
1661,500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,46.93,3,FLY-610-562-605-516-STANDARD
1663,500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,58.66,3,FLY-506-554-607-507-STANDARD
1664,500,0.2,A3,300gsm Art Board Coated,None,Single Sided,,112.81,3,FLY-699-516-565-577-STANDARD
1665,500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,85.5,3,FLY-555-609-514-509-STANDARD
1666,500,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,22.32,4,FLY-556-604-569-542-STANDARD
1668,500,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,58.66,3,FLY-559-569-613-566-STANDARD
1669,500,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,172.47,3,FLY-513-549-508-562-STANDARD
1672,500,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,64.6,4,FLY-653-525-608-523-STANDARD
1673,500,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,18.05,3,FLY-500-562-558-563-STANDARD
1674,500,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,19.41,3,FLY-657-602-552-650-STANDARD
1675,500,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,17.86,4,FLY-696-612-513-616-STANDARD
1678,500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-513-607-622-594-STANDARD
1679,500,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,44.65,3,FLY-615-560-513-413-STANDARD
1680,500,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,43.7,3,FLY-611-505-479-573-STANDARD
1681,500,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,90.25,3,FLY-601-547-654-469-STANDARD
1683,500,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,22.32,4,FLY-611-551-613-514-STANDARD
1687,500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.86,4,FLY-462-558-560-613-STANDARD
1692,500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,29.78,3,FLY-430-572-561-610-STANDARD
1693,500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,19.76,4,FLY-596-707-472-648-STANDARD
1696,500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.97,4,FLY-704-461-567-565-STANDARD
1697,500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,21.66,3,FLY-645-577-696-648-STANDARD
1698,500,0.2,A7,300gsm Art Board Coated,None,Double Sided,,19.95,3,FLY-461-565-472-656-STANDARD
1699,500,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-548-601-610-618-STANDARD
1701,500,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,18.05,3,FLY-427-575-563-517-STANDARD
1702,500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-561-556-555-699-STANDARD
1704,500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,41.52,3,FLY-548-462-573-566-STANDARD
1705,500,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,20.9,3,FLY-510-649-513-464-STANDARD
1706,500,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,19.95,4,FLY-511-520-552-520-STANDARD
1707,500,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,16.97,4,FLY-512-546-656-611-STANDARD
1708,500,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,81.22,3,FLY-464-561-425-544-STANDARD
1709,500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,24.7,4,FLY-658-517-526-603-STANDARD
1710,500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,61.75,3,FLY-506-603-615-609-STANDARD
1712,500,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,46.93,3,FLY-567-509-615-698-STANDARD
1713,500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-505-666-521-419-STANDARD
1714,500,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,41.52,3,FLY-601-697-615-463-STANDARD
1716,500,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,21.21,4,FLY-520-699-614-508-STANDARD
1718,500,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,43.7,4,FLY-516-600-653-599-STANDARD
1719,500,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-661-510-586-608-STANDARD
1720,500,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,110.2,3,FLY-503-564-517-557-STANDARD
1721,500,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-659-703-572-557-STANDARD
1723,500,0.0,A6,300gsm Art Board Coated,None,Single Sided,,25.27,3,FLY-525-602-433-476-STANDARD
1725,500,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,61.37,4,FLY-554-663-652-568-STANDARD
1726,500,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-476-519-554-612-STANDARD
1727,500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Single Sided,,33.39,3,FLY-554-524-511-559-STANDARD
1728,500,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-468-610-464-468-STANDARD
1731,500,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,41.52,4,FLY-606-563-558-465-STANDARD
1732,500,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,15.68,3,FLY-609-553-609-462-STANDARD
1733,500,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-553-613-506-657-STANDARD
1737,500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,31.35,3,FLY-565-515-598-512-STANDARD
1738,500,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,76.71,4,FLY-689-461-464-565-STANDARD
1740,500,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,19.85,3,FLY-474-708-604-652-STANDARD
1742,500,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,72.2,3,FLY-569-562-466-614-STANDARD
1744,500,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,33.21,4,FLY-506-518-610-467-STANDARD
1746,500,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,29.45,4,FLY-563-563-578-564-STANDARD
1747,500,0.2,A7,300gsm Art Board Coated,None,Single Sided,,18.95,3,FLY-655-517-515-527-STANDARD
1748,500,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,169.78,3,FLY-560-656-562-519-STANDARD
1749,500,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,17.15,3,FLY-649-529-558-466-STANDARD
1753,500,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,34.96,4,FLY-561-511-476-552-STANDARD
1754,500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,29.45,4,FLY-567-666-644-514-STANDARD
1755,500,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,33.25,3,FLY-521-560-563-701-STANDARD
1756,500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,25.65,3,FLY-509-515-644-514-STANDARD
1758,500,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,25.27,3,FLY-460-510-563-650-STANDARD
1759,500,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,85.5,3,FLY-459-460-602-517-STANDARD
1760,500,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,33.39,3,FLY-569-565-651-515-STANDARD
1761,500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,24.37,3,FLY-543-472-525-562-STANDARD
1762,500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,95.0,3,FLY-559-497-514-462-STANDARD
1763,500,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,26.6,3,FLY-520-614-516-651-STANDARD
1765,500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,58.66,3,FLY-564-657-573-525-STANDARD
1768,500,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,41.52,3,FLY-608-603-467-564-STANDARD
1771,500,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,20.42,3,FLY-519-612-566-654-STANDARD
1772,500,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,22.56,3,FLY-608-704-510-564-STANDARD
1773,500,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-515-610-523-493-STANDARD
1776,500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,23.46,4,FLY-554-615-567-604-STANDARD
1777,500,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,18.95,4,FLY-546-601-601-555-STANDARD
1778,500,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,21.66,3,FLY-651-559-556-596-STANDARD
1779,500,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,80.75,4,FLY-462-603-607-656-STANDARD
1781,500,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-463-599-607-559-STANDARD
1782,500,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,15.16,4,FLY-665-709-560-606-STANDARD
1783,500,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,31.59,3,FLY-572-515-518-622-STANDARD
1784,500,0.0,A4,300gsm Art Board Coated,None,Double Sided,,85.5,3,FLY-515-606-707-604-STANDARD
1786,500,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,33.25,3,FLY-564-574-602-511-STANDARD
1788,500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,27.98,4,FLY-611-506-603-654-STANDARD
1789,500,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,85.5,3,FLY-419-553-522-705-STANDARD
1790,500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,18.77,4,FLY-569-513-607-564-STANDARD
1792,500,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,34.2,3,FLY-563-657-517-649-STANDARD
1793,500,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,22.38,4,FLY-498-661-556-469-STANDARD
1794,500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,23.56,4,FLY-512-552-606-524-STANDARD
1795,500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,61.75,3,FLY-655-551-658-522-STANDARD
1796,500,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,32.49,3,FLY-508-566-562-601-STANDARD
1797,500,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,58.66,3,FLY-460-464-476-563-STANDARD
1798,500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,58.66,3,FLY-470-519-612-518-STANDARD
1800,500,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,61.75,3,FLY-507-621-528-659-STANDARD
1801,500,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,43.7,3,FLY-562-514-461-463-STANDARD
1802,500,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,76.0,3,FLY-651-559-558-560-STANDARD
1804,500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,35.15,3,FLY-507-564-557-478-STANDARD
1805,500,0.2,A3,300gsm Art Board Coated,None,Double Sided,,118.75,3,FLY-612-568-659-556-STANDARD
1806,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,19.95,3,FLY-427-575-563-517-STANDARD
1807,1000,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-662-658-660-553-STANDARD
1808,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,18.95,3,FLY-563-655-515-563-STANDARD
1809,1000,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,63.18,3,FLY-608-603-467-564-STANDARD
1812,1000,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,114.0,3,FLY-651-559-558-560-STANDARD
1816,1000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,90.25,3,FLY-564-657-573-525-STANDARD
1817,1000,0.0,A6,300gsm Art Board Coated,None,Double Sided,,35.15,3,FLY-616-510-520-657-STANDARD
1818,1000,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-463-599-607-559-STANDARD
1820,1000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,59.57,3,FLY-510-623-603-607-STANDARD
1821,1000,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,22.56,3,FLY-515-565-509-421-STANDARD
1822,1000,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,39.71,3,FLY-649-568-645-610-STANDARD
1823,1000,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,66.5,3,FLY-558-611-509-468-STANDARD
1827,1000,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,20.94,4,FLY-569-513-607-564-STANDARD
1828,1000,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,26.6,4,FLY-512-552-606-524-STANDARD
1829,1000,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,33.39,3,FLY-515-610-523-493-STANDARD
1830,1000,0.0,A5,300gsm Art Board Coated,None,Double Sided,,62.7,3,FLY-565-564-512-569-STANDARD
1831,1000,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,76.0,3,FLY-659-662-515-599-STANDARD
1832,1000,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,114.0,3,FLY-652-540-557-656-STANDARD
1833,1000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,22.8,3,FLY-519-612-566-654-STANDARD
1835,1000,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,72.2,3,FLY-702-614-473-603-STANDARD
1836,1000,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,30.68,3,FLY-608-704-510-564-STANDARD
1841,1000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,33.39,3,FLY-698-715-508-600-STANDARD
1842,1000,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,114.0,3,FLY-459-460-602-517-STANDARD
1843,1000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,35.15,3,FLY-519-505-603-518-STANDARD
1844,1000,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,28.88,3,FLY-460-510-563-650-STANDARD
1846,1000,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,26.6,4,FLY-605-653-555-522-STANDARD
1847,1000,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-609-553-609-462-STANDARD
1848,1000,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,43.32,4,FLY-520-565-521-515-STANDARD
1849,1000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-506-554-607-507-STANDARD
1851,1000,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,54.15,4,FLY-606-563-558-465-STANDARD
1853,1000,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-696-612-513-616-STANDARD
1854,1000,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,23.75,3,FLY-479-705-617-562-STANDARD
1855,1000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,126.35,3,FLY-463-599-525-650-STANDARD
1856,1000,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,50.54,3,FLY-569-565-651-515-STANDARD
1857,1000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,31.59,3,FLY-543-472-525-562-STANDARD
1858,1000,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,35.15,3,FLY-548-601-610-618-STANDARD
1860,1000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,72.2,3,FLY-610-562-605-516-STANDARD
1861,1000,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,33.39,3,FLY-561-556-555-699-STANDARD
1862,1000,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,171.48,3,FLY-514-561-525-612-STANDARD
1863,1000,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,45.12,3,FLY-515-526-479-512-STANDARD
1864,1000,0.2,A3,450gsm Art Board Silk Finish,None,Double Sided,,304.0,3,FLY-564-562-463-610-STANDARD
1865,1000,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,45.12,3,FLY-645-614-556-656-STANDARD
1869,1000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,133.0,3,FLY-559-497-514-462-STANDARD
1870,1000,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,53.2,3,FLY-513-464-462-503-STANDARD
1871,1000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Single Sided,,180.5,3,FLY-451-609-656-609-STANDARD
1872,1000,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,30.4,3,FLY-520-614-516-651-STANDARD
1874,1000,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,54.15,3,FLY-611-505-479-573-STANDARD
1875,1000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,26.17,4,FLY-554-615-567-604-STANDARD
1876,1000,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,33.25,4,FLY-563-563-578-564-STANDARD
1878,1000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,22.56,3,FLY-647-603-648-602-STANDARD
1879,1000,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,41.8,3,FLY-610-557-699-506-STANDARD
1880,1000,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,76.71,3,FLY-470-519-612-518-STANDARD
1883,1000,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,108.3,3,FLY-569-562-466-614-STANDARD
1884,1000,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-558-606-515-560-STANDARD
1885,1000,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,45.6,4,FLY-464-616-515-520-STANDARD
1886,1000,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,43.32,4,FLY-506-518-610-467-STANDARD
1888,1000,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,33.25,3,FLY-562-706-529-476-STANDARD
1892,1000,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,16.34,4,FLY-519-612-554-521-STANDARD
1895,1000,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,45.6,4,FLY-561-511-476-552-STANDARD
1896,1000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,54.15,3,FLY-518-560-458-516-STANDARD
1898,1000,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,57.0,4,FLY-535-606-521-515-STANDARD
1899,1000,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,45.12,3,FLY-528-569-603-472-STANDARD
1900,1000,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,47.5,3,FLY-620-571-561-469-STANDARD
1901,1000,0.2,A3,450gsm Art Board Silk Finish,None,Single Sided,,288.8,3,FLY-657-470-506-653-STANDARD
1902,1000,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,22.56,3,FLY-474-708-604-652-STANDARD
1904,1000,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,80.75,3,FLY-507-621-528-659-STANDARD
1905,1000,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,18.95,3,FLY-649-529-558-466-STANDARD
1906,1000,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,31.59,3,FLY-605-600-601-606-STANDARD
1907,1000,0.2,A7,300gsm Art Board Coated,None,Single Sided,,22.56,3,FLY-655-517-515-527-STANDARD
1912,1000,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,108.3,3,FLY-468-460-461-614-STANDARD
1913,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,18.95,3,FLY-512-620-573-470-STANDARD
1915,1000,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,104.5,4,FLY-462-603-607-656-STANDARD
1916,1000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,21.66,3,FLY-453-522-524-458-STANDARD
1917,1000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,33.25,3,FLY-509-515-644-514-STANDARD
1918,1000,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,25.27,4,FLY-498-661-556-469-STANDARD
1920,1000,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,33.25,4,FLY-567-666-644-514-STANDARD
1924,1000,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,118.75,3,FLY-555-609-514-509-STANDARD
1925,1000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-651-559-556-596-STANDARD
1927,1000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,62.7,3,FLY-615-560-513-413-STANDARD
1928,1000,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,15.52,4,FLY-665-709-560-606-STANDARD
1929,1000,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,19.41,4,FLY-546-601-601-555-STANDARD
1934,1000,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-553-613-506-657-STANDARD
1936,1000,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,22.56,4,FLY-663-694-473-564-STANDARD
1937,1000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,42.75,3,FLY-520-756-701-608-STANDARD
1938,1000,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,99.28,4,FLY-689-461-464-565-STANDARD
1939,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,19.95,3,FLY-551-516-514-652-STANDARD
