,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
224,50,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,15.2,4,FLY-696-612-513-616-STANDARD
225,50,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,20.9,3,FLY-475-700-701-515-STANDARD
226,50,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-506-554-607-507-STANDARD
227,50,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-606-700-564-563-STANDARD
230,50,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-466-563-520-505-STANDARD
231,50,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-559-699-613-611-STANDARD
232,50,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,17.1,3,FLY-519-505-603-518-STANDARD
233,50,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,25.08,4,FLY-653-525-608-523-STANDARD
234,50,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-513-607-622-594-STANDARD
235,50,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-699-606-565-557-STANDARD
238,50,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,14.44,3,FLY-561-661-558-561-STANDARD
239,50,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,19.85,3,FLY-649-568-645-610-STANDARD
240,50,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-611-505-479-573-STANDARD
241,50,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-515-565-509-421-STANDARD
242,50,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-609-508-560-505-STANDARD
243,50,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,14.44,3,FLY-563-655-515-563-STANDARD
245,50,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,14.44,3,FLY-649-529-558-466-STANDARD
246,50,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-702-614-473-603-STANDARD
247,50,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,15.2,3,FLY-551-516-514-652-STANDARD
248,50,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-515-526-479-512-STANDARD
249,50,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,15.2,3,FLY-500-562-558-563-STANDARD
251,50,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,21.66,3,FLY-645-614-556-656-STANDARD
252,50,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,19.0,3,FLY-659-662-515-599-STANDARD
254,50,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-697-609-600-557-STANDARD
255,50,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,18.05,3,FLY-460-510-563-650-STANDARD
256,50,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,19.85,4,FLY-559-465-507-463-STANDARD
257,50,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,19.85,3,FLY-463-599-525-650-STANDARD
258,50,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,20.9,4,FLY-567-666-644-514-STANDARD
259,50,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,18.05,3,FLY-520-756-701-608-STANDARD
260,50,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-520-565-521-515-STANDARD
261,50,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,15.2,3,FLY-555-651-469-510-STANDARD
262,50,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,15.68,3,FLY-479-705-617-562-STANDARD
263,50,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,19.0,3,FLY-520-614-516-651-STANDARD
264,50,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-548-462-573-566-STANDARD
265,50,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-519-612-566-654-STANDARD
267,50,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,14.44,3,FLY-473-615-513-661-STANDARD
268,50,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-693-514-565-564-STANDARD
269,50,0.0,A6,300gsm Art Board Coated,None,Single Sided,,16.24,3,FLY-525-602-433-476-STANDARD
272,50,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,13.31,3,FLY-659-703-572-557-STANDARD
273,50,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,14.06,4,FLY-519-612-554-521-STANDARD
275,50,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-529-515-554-610-STANDARD
276,50,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-601-697-615-463-STANDARD
278,50,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,16.62,3,FLY-558-606-515-560-STANDARD
282,50,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-506-518-610-467-STANDARD
283,50,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-556-604-569-542-STANDARD
284,50,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,20.9,3,FLY-563-657-517-649-STANDARD
285,50,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,20.9,3,FLY-610-557-699-506-STANDARD
286,50,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,17.15,3,FLY-567-509-615-698-STANDARD
287,50,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,20.9,4,FLY-563-563-578-564-STANDARD
288,50,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-505-666-521-419-STANDARD
289,50,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-520-699-614-508-STANDARD
290,50,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-646-566-513-514-STANDARD
292,50,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-647-603-648-602-STANDARD
293,50,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,15.8,3,FLY-651-559-556-596-STANDARD
294,50,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,15.2,4,FLY-596-707-472-648-STANDARD
295,50,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,14.9,3,FLY-515-610-523-493-STANDARD
296,50,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,15.34,3,FLY-528-569-603-472-STANDARD
297,50,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,16.62,3,FLY-604-645-568-602-STANDARD
298,50,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,15.68,3,FLY-510-649-513-464-STANDARD
299,50,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,15.34,3,FLY-605-600-601-606-STANDARD
300,50,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,15.2,3,FLY-468-610-464-468-STANDARD
301,50,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,23.83,4,FLY-554-663-652-568-STANDARD
302,50,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,14.9,3,FLY-476-519-554-612-STANDARD
303,50,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,20.76,3,FLY-466-600-516-467-STANDARD
305,50,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,17.15,3,FLY-559-569-613-566-STANDARD
306,50,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,15.2,4,FLY-462-558-560-613-STANDARD
307,50,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-508-612-611-702-STANDARD
308,50,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,14.44,4,FLY-512-546-656-611-STANDARD
309,50,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,42.08,3,FLY-560-656-562-519-STANDARD
311,50,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,14.9,3,FLY-513-562-602-563-STANDARD
312,50,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,22.8,3,FLY-620-571-561-469-STANDARD
313,50,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,15.68,3,FLY-570-470-600-606-STANDARD
315,50,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,14.01,3,FLY-661-510-586-608-STANDARD
316,50,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-658-517-526-603-STANDARD
317,50,0.0,A5,300gsm Art Board Coated,None,Single Sided,,16.24,3,FLY-466-701-515-519-STANDARD
320,50,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,23.46,3,FLY-565-606-600-651-STANDARD
321,50,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,20.76,3,FLY-464-561-425-544-STANDARD
322,50,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,19.85,4,FLY-611-506-603-654-STANDARD
324,50,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-464-616-515-520-STANDARD
325,50,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,18.05,3,FLY-658-565-525-469-STANDARD
326,50,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,17.15,3,FLY-430-572-561-610-STANDARD
328,50,0.0,A4,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-550-608-599-516-STANDARD
329,50,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-663-694-473-564-STANDARD
331,50,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,15.34,3,FLY-572-515-518-622-STANDARD
332,50,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-458-559-606-423-STANDARD
333,50,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,18.05,3,FLY-572-609-553-554-STANDARD
334,50,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,17.15,3,FLY-460-464-476-563-STANDARD
335,50,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,16.7,4,FLY-546-601-601-555-STANDARD
336,50,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,19.85,3,FLY-508-566-562-601-STANDARD
337,50,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-564-574-602-511-STANDARD
338,50,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-561-511-476-552-STANDARD
339,50,0.2,A7,300gsm Art Board Coated,None,Double Sided,,15.68,3,FLY-461-565-472-656-STANDARD
340,50,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-518-560-458-516-STANDARD
341,50,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,18.05,3,FLY-555-609-514-509-STANDARD
342,50,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,13.99,3,FLY-553-613-506-657-STANDARD
343,50,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,14.72,3,FLY-463-599-607-559-STANDARD
344,50,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,24.7,3,FLY-562-514-461-463-STANDARD
346,50,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-527-519-549-523-STANDARD
347,50,0.2,A3,300gsm Art Board Coated,None,Double Sided,,26.6,3,FLY-612-568-659-556-STANDARD
348,50,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-610-608-616-563-STANDARD
350,50,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,16.15,3,FLY-562-706-529-476-STANDARD
351,50,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-481-569-514-568-STANDARD
352,50,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,18.05,3,FLY-506-603-615-609-STANDARD
353,50,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-611-551-613-514-STANDARD
355,50,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-554-615-567-604-STANDARD
357,50,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,27.08,3,FLY-468-460-461-614-STANDARD
358,50,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-521-560-563-701-STANDARD
359,50,0.2,A7,300gsm Art Board Coated,None,Single Sided,,14.9,3,FLY-655-517-515-527-STANDARD
360,100,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,20.9,3,FLY-520-614-516-651-STANDARD
361,100,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,27.08,3,FLY-608-603-467-564-STANDARD
362,100,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,20.9,3,FLY-608-511-549-465-STANDARD
363,100,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-515-610-523-493-STANDARD
364,100,0.0,A5,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-466-701-515-519-STANDARD
366,100,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-510-623-603-607-STANDARD
367,100,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,18.95,4,FLY-554-615-567-604-STANDARD
368,100,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-513-607-622-594-STANDARD
369,100,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,27.08,3,FLY-565-606-600-651-STANDARD
370,100,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-604-645-568-602-STANDARD
371,100,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,16.62,3,FLY-519-612-566-654-STANDARD
372,100,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-559-465-507-463-STANDARD
373,100,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-405-508-523-603-STANDARD
374,100,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,18.05,3,FLY-646-566-513-514-STANDARD
376,100,0.0,A4,300gsm Art Board Coated,None,Single Sided,,23.46,3,FLY-550-608-599-516-STANDARD
377,100,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,15.2,3,FLY-500-562-558-563-STANDARD
378,100,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,20.9,3,FLY-529-515-554-610-STANDARD
379,100,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-614-656-453-557-STANDARD
381,100,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,15.8,3,FLY-657-602-552-650-STANDARD
382,100,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,19.95,4,FLY-556-604-569-542-STANDARD
383,100,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,15.34,3,FLY-513-562-602-563-STANDARD
385,100,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-699-606-565-557-STANDARD
387,100,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-459-460-602-517-STANDARD
388,100,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,20.9,3,FLY-572-609-553-554-STANDARD
389,100,0.2,A3,300gsm Art Board Coated,None,Single Sided,,36.1,3,FLY-699-516-565-577-STANDARD
390,100,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,19.85,3,FLY-559-569-613-566-STANDARD
391,100,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,30.4,4,FLY-535-606-521-515-STANDARD
392,100,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,34.2,4,FLY-653-525-608-523-STANDARD
395,100,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,19.95,4,FLY-658-517-526-603-STANDARD
396,100,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,20.9,3,FLY-506-603-615-609-STANDARD
397,100,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,19.95,4,FLY-611-551-613-514-STANDARD
398,100,0.2,A3,300gsm Art Board Coated,None,Double Sided,,38.0,3,FLY-612-568-659-556-STANDARD
400,100,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-521-560-563-701-STANDARD
401,100,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,28.5,3,FLY-562-514-461-463-STANDARD
402,100,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,18.05,3,FLY-430-572-561-610-STANDARD
403,100,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-464-561-425-544-STANDARD
404,100,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-611-506-603-654-STANDARD
405,100,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-572-515-518-622-STANDARD
406,100,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,14.96,3,FLY-463-599-607-559-STANDARD
407,100,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-548-462-573-566-STANDARD
408,100,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,19.85,3,FLY-460-464-476-563-STANDARD
409,100,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,22.56,3,FLY-508-566-562-601-STANDARD
410,100,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,19.85,3,FLY-567-509-615-698-STANDARD
411,100,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,17.1,3,FLY-505-666-521-419-STANDARD
414,100,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,15.96,4,FLY-596-707-472-648-STANDARD
416,100,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,17.81,4,FLY-511-520-552-520-STANDARD
417,100,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-510-649-513-464-STANDARD
418,100,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,15.2,3,FLY-468-610-464-468-STANDARD
419,100,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,15.34,3,FLY-476-519-554-612-STANDARD
420,100,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,32.49,4,FLY-554-663-652-568-STANDARD
421,100,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,15.96,4,FLY-462-558-560-613-STANDARD
422,100,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,17.1,3,FLY-564-574-602-511-STANDARD
423,100,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,15.16,4,FLY-512-546-656-611-STANDARD
425,100,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,14.25,3,FLY-661-510-586-608-STANDARD
427,100,0.0,A6,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-525-602-433-476-STANDARD
428,100,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,13.54,3,FLY-659-703-572-557-STANDARD
430,100,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-601-697-615-463-STANDARD
431,100,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,18.95,4,FLY-520-699-614-508-STANDARD
433,100,0.2,A7,300gsm Art Board Coated,None,Double Sided,,16.15,3,FLY-461-565-472-656-STANDARD
434,100,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,23.75,3,FLY-563-657-517-649-STANDARD
435,100,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-419-553-522-705-STANDARD
436,100,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,15.2,3,FLY-551-516-514-652-STANDARD
437,100,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,16.24,3,FLY-515-526-479-512-STANDARD
439,100,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-659-662-515-599-STANDARD
440,100,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-697-609-600-557-STANDARD
441,100,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,19.85,3,FLY-460-510-563-650-STANDARD
442,100,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-479-705-617-562-STANDARD
443,100,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,14.44,3,FLY-561-661-558-561-STANDARD
445,100,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,28.88,4,FLY-606-563-558-465-STANDARD
446,100,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,14.96,3,FLY-510-660-562-561-STANDARD
447,100,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,26.6,3,FLY-559-497-514-462-STANDARD
448,100,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,39.9,3,FLY-600-652-559-418-STANDARD
449,100,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,16.24,3,FLY-543-472-525-562-STANDARD
450,100,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,14.21,3,FLY-619-694-464-473-STANDARD
451,100,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-466-563-520-505-STANDARD
452,100,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,16.15,3,FLY-606-700-564-563-STANDARD
453,100,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-559-699-613-611-STANDARD
454,100,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,17.15,3,FLY-698-715-508-600-STANDARD
455,100,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,19.0,3,FLY-527-519-549-523-STANDARD
456,100,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-609-508-560-505-STANDARD
457,100,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,14.25,3,FLY-609-553-609-462-STANDARD
458,100,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,39.9,3,FLY-651-559-558-560-STANDARD
459,100,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,16.15,3,FLY-548-601-610-618-STANDARD
460,100,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,15.16,4,FLY-569-513-607-564-STANDARD
461,100,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,15.16,4,FLY-704-461-567-565-STANDARD
463,100,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,16.24,3,FLY-645-577-696-648-STANDARD
464,100,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,13.54,4,FLY-665-709-560-606-STANDARD
465,100,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.48,4,FLY-512-552-606-524-STANDARD
466,100,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,22.56,3,FLY-649-568-645-610-STANDARD
467,100,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.34,3,FLY-561-556-555-699-STANDARD
468,100,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,16.61,4,FLY-498-661-556-469-STANDARD
469,100,0.0,A4,300gsm Art Board Coated,None,Double Sided,,24.7,3,FLY-515-606-707-604-STANDARD
472,100,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,15.2,3,FLY-427-575-563-517-STANDARD
473,100,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,19.85,3,FLY-470-519-612-518-STANDARD
474,100,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.61,4,FLY-520-556-554-566-STANDARD
475,100,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,14.44,3,FLY-512-620-573-470-STANDARD
476,100,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,20.9,3,FLY-507-621-528-659-STANDARD
478,100,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,14.44,3,FLY-649-529-558-466-STANDARD
479,100,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,18.05,3,FLY-519-505-603-518-STANDARD
480,100,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,16.62,3,FLY-693-514-565-564-STANDARD
